t,cx,cy,disp_max,disp_rms,det_min,volume,Fx,Fy,p_L2,u_L2
0.22750,0.591390,0.497662,1.547305e-02,9.656538e-03,9.853505e-01,1.255727e-01,1.061293e-02,1.788728e-03,2.202008e-02,3.482493e-02
0.23000,0.591236,0.497623,1.573415e-02,9.827660e-03,9.851680e-01,1.255728e-01,1.057311e-02,1.758672e-03,2.196444e-02,3.496652e-02
0.23250,0.591081,0.497584,1.599649e-02,9.999879e-03,9.849857e-01,1.255729e-01,1.053371e-02,1.728717e-03,2.191023e-02,3.510676e-02
0.23500,0.590925,0.497544,1.626006e-02,1.017319e-02,9.848037e-01,1.255730e-01,1.049473e-02,1.698865e-03,2.185742e-02,3.524570e-02
0.23750,0.590768,0.497504,1.652483e-02,1.034759e-02,9.846220e-01,1.255731e-01,1.045619e-02,1.669133e-03,2.180597e-02,3.538334e-02
0.24000,0.590610,0.497464,1.679078e-02,1.052306e-02,9.844407e-01,1.255732e-01,1.041804e-02,1.639540e-03,2.175582e-02,3.551972e-02
0.24250,0.590451,0.497424,1.705792e-02,1.069961e-02,9.842600e-01,1.255733e-01,1.038023e-02,1.610072e-03,2.170694e-02,3.565484e-02
0.24500,0.590291,0.497384,1.732620e-02,1.087723e-02,9.840798e-01,1.255734e-01,1.034273e-02,1.580707e-03,2.165930e-02,3.578874e-02
0.24750,0.590130,0.497344,1.759563e-02,1.105591e-02,9.839004e-01,1.255735e-01,1.030558e-02,1.551440e-03,2.161284e-02,3.592142e-02
0.25000,0.589967,0.497303,1.786619e-02,1.123565e-02,9.837218e-01,1.255736e-01,1.026877e-02,1.522274e-03,2.156754e-02,3.605292e-02
0.25250,0.589804,0.497262,1.813785e-02,1.141643e-02,9.835441e-01,1.255737e-01,1.023226e-02,1.493201e-03,2.152336e-02,3.618324e-02
0.25500,0.589640,0.497221,1.841155e-02,1.159827e-02,9.833674e-01,1.255738e-01,1.019602e-02,1.464218e-03,2.148027e-02,3.631240e-02
0.25750,0.589475,0.497180,1.868666e-02,1.178114e-02,9.831917e-01,1.255740e-01,1.016004e-02,1.435354e-03,2.143823e-02,3.644043e-02
0.26000,0.589308,0.497139,1.896286e-02,1.196505e-02,9.830171e-01,1.255741e-01,1.012430e-02,1.406607e-03,2.139722e-02,3.656734e-02
0.26250,0.589141,0.497098,1.924013e-02,1.214999e-02,9.828436e-01,1.255743e-01,1.008883e-02,1.377966e-03,2.135720e-02,3.669314e-02
0.26500,0.588973,0.497057,1.951847e-02,1.233595e-02,9.826712e-01,1.255744e-01,1.005362e-02,1.349417e-03,2.131815e-02,3.681786e-02
0.26750,0.588804,0.497015,1.979785e-02,1.252292e-02,9.824999e-01,1.255746e-01,1.001867e-02,1.320960e-03,2.128004e-02,3.694150e-02
0.27000,0.588634,0.496973,2.007826e-02,1.271092e-02,9.823297e-01,1.255747e-01,9.983957e-03,1.292575e-03,2.124285e-02,3.706409e-02
0.27250,0.588462,0.496932,2.035968e-02,1.289991e-02,9.821605e-01,1.255749e-01,9.949471e-03,1.264269e-03,2.120655e-02,3.718564e-02
0.27500,0.588290,0.496890,2.064210e-02,1.308991e-02,9.819923e-01,1.255751e-01,9.915200e-03,1.236078e-03,2.117111e-02,3.730616e-02
0.27750,0.588117,0.496848,2.092549e-02,1.328091e-02,9.818251e-01,1.255753e-01,9.881115e-03,1.208006e-03,2.113652e-02,3.742567e-02
0.28000,0.587943,0.496806,2.120985e-02,1.347290e-02,9.816587e-01,1.255755e-01,9.847205e-03,1.180003e-03,2.110274e-02,3.754419e-02
0.28250,0.587768,0.496763,2.149515e-02,1.366588e-02,9.814933e-01,1.255757e-01,9.813450e-03,1.152057e-03,2.106975e-02,3.766172e-02
0.28500,0.587592,0.496721,2.178139e-02,1.385983e-02,9.813286e-01,1.255759e-01,9.779854e-03,1.124189e-03,2.103754e-02,3.777829e-02
0.28750,0.587415,0.496679,2.206855e-02,1.405476e-02,9.811648e-01,1.255761e-01,9.746414e-03,1.096456e-03,2.100609e-02,3.789389e-02
0.29000,0.587237,0.496636,2.235660e-02,1.425067e-02,9.810018e-01,1.255764e-01,9.713091e-03,1.068853e-03,2.097536e-02,3.800856e-02
0.29250,0.587058,0.496593,2.264555e-02,1.444753e-02,9.808396e-01,1.255766e-01,9.679910e-03,1.041367e-03,2.094535e-02,3.812230e-02
0.29500,0.586878,0.496551,2.293537e-02,1.464536e-02,9.806782e-01,1.255768e-01,9.646912e-03,1.013964e-03,2.091603e-02,3.823512e-02
0.29750,0.586697,0.496508,2.322605e-02,1.484414e-02,9.805174e-01,1.255771e-01,9.614133e-03,9.866118e-04,2.088740e-02,3.834703e-02
0.30000,0.586515,0.496465,2.351758e-02,1.504388e-02,9.803574e-01,1.255773e-01,9.581506e-03,9.592949e-04,2.085944e-02,3.845805e-02
0.30250,0.586332,0.496422,2.380994e-02,1.524455e-02,9.801982e-01,1.255776e-01,9.548965e-03,9.320266e-04,2.083212e-02,3.856820e-02
0.30500,0.586149,0.496378,2.410312e-02,1.544617e-02,9.800396e-01,1.255779e-01,9.516507e-03,9.048421e-04,2.080542e-02,3.867747e-02
0.30750,0.585964,0.496335,2.439710e-02,1.564872e-02,9.798818e-01,1.255782e-01,9.484148e-03,8.777810e-04,2.077934e-02,3.878588e-02
0.31000,0.585778,0.496292,2.469286e-02,1.585221e-02,9.797248e-01,1.255785e-01,9.451950e-03,8.508222e-04,2.075386e-02,3.889345e-02
0.31250,0.585592,0.496249,2.499025e-02,1.605661e-02,9.795685e-01,1.255788e-01,9.419894e-03,8.239386e-04,2.072897e-02,3.900018e-02
0.31500,0.585404,0.496205,2.528844e-02,1.626194e-02,9.794131e-01,1.255791e-01,9.387943e-03,7.971147e-04,2.070465e-02,3.910609e-02
0.31750,0.585216,0.496162,2.558741e-02,1.646818e-02,9.792586e-01,1.255794e-01,9.356119e-03,7.703469e-04,2.068088e-02,3.921119e-02
